Symbol,Date,Percentage
BMWYY,29-06-2022,25.99
BMWYY,28-06-2022,26.59
BMWYY,27-06-2022,26.7
BMWYY,24-06-2022,26.7
BMWYY,23-06-2022,26.54
BMWYY,22-06-2022,27.67
BMWYY,21-06-2022,27.89
BMWYY,17-06-2022,27.16
BMWYY,16-06-2022,27
BMWYY,15-06-2022,27.92
BMWYY,14-06-2022,26.92
BMWYY,13-06-2022,27.06
BMWYY,10-06-2022,28.35
BMWYY,09-06-2022,29.09
BMWYY,08-06-2022,29.64
BMWYY,07-06-2022,29.62
BMWYY,06-06-2022,29.76
BMWYY,03-06-2022,29.62
BMWYY,02-06-2022,30.29
BMWYY,01-06-2022,29.33
BMWYY,31-05-2022,29.03
BMWYY,27-05-2022,29
BMWYY,26-05-2022,28.85
BMWYY,25-05-2022,28.33
BMWYY,24-05-2022,28.23
BMWYY,23-05-2022,27.92
BMWYY,20-05-2022,27.43
BMWYY,19-05-2022,27.59
BMWYY,18-05-2022,26.93
BMWYY,17-05-2022,27.86
BMWYY,16-05-2022,27.18
BMWYY,13-05-2022,26.92
BMWYY,12-05-2022,26.25
BMWYY,11-05-2022,28.9
BMWYY,10-05-2022,27.98
BMWYY,09-05-2022,27.5
BMWYY,06-05-2022,27.9
BMWYY,05-05-2022,27.49
BMWYY,04-05-2022,28.78
BMWYY,03-05-2022,28.04
BMWYY,02-05-2022,27.25
BMWYY,29-04-2022,27.17
BMWYY,28-04-2022,27.66
BMWYY,27-04-2022,26.88
BMWYY,26-04-2022,26.86
BMWYY,25-04-2022,28.1
BMWYY,22-04-2022,28.36
BMWYY,21-04-2022,28.55
BMWYY,20-04-2022,28.6
BMWYY,19-04-2022,28.3
BMWYY,18-04-2022,27.2
BMWYY,14-04-2022,27.36
BMWYY,13-04-2022,27.69
BMWYY,12-04-2022,27.23
BMWYY,11-04-2022,27.27
BMWYY,08-04-2022,27.76
BMWYY,07-04-2022,27.81
BMWYY,06-04-2022,27.74
BMWYY,05-04-2022,28.31
BMWYY,04-04-2022,29.29
BMWYY,01-04-2022,29.22
BMWYY,31-03-2022,28.8
BMWYY,30-03-2022,29.87
BMWYY,29-03-2022,30.57
BMWYY,28-03-2022,29
BMWYY,25-03-2022,28.75
BMWYY,24-03-2022,28.89
BMWYY,23-03-2022,28.53
BMWYY,22-03-2022,29.18
BMWYY,21-03-2022,28.44
BMWYY,18-03-2022,28.13
BMWYY,17-03-2022,28.42
BMWYY,16-03-2022,28.97
BMWYY,15-03-2022,27.55
BMWYY,14-03-2022,27.13
BMWYY,11-03-2022,26.24
BMWYY,10-03-2022,26.61
BMWYY,09-03-2022,28.05
BMWYY,08-03-2022,26.51
BMWYY,07-03-2022,25.17
BMWYY,04-03-2022,26.61
BMWYY,03-03-2022,28.45
BMWYY,02-03-2022,29.85
BMWYY,01-03-2022,30.43
BMWYY,28-02-2022,31.88
BMWYY,25-02-2022,33.27
BMWYY,24-02-2022,32.55
BMWYY,23-02-2022,34.26
BMWYY,22-02-2022,34.31
BMWYY,18-02-2022,36.08
BMWYY,17-02-2022,36.12
BMWYY,16-02-2022,35.92
BMWYY,15-02-2022,35.9
BMWYY,14-02-2022,34.84
BMWYY,11-02-2022,35.45
BMWYY,10-02-2022,35.22
BMWYY,09-02-2022,35.7
BMWYY,08-02-2022,34.39
BMWYY,07-02-2022,34.31
BMWYY,04-02-2022,34.48
BMWYY,03-02-2022,35.59
BMWYY,02-02-2022,35.45
BMWYY,01-02-2022,35.53
BMWYY,31-01-2022,35.05
BMWYY,28-01-2022,34.58
BMWYY,27-01-2022,34.82
BMWYY,26-01-2022,35.14
BMWYY,25-01-2022,34.81
BMWYY,24-01-2022,35.23
BMWYY,21-01-2022,35.73
BMWYY,20-01-2022,36.22
BMWYY,19-01-2022,37
BMWYY,18-01-2022,37.45
BMWYY,14-01-2022,37.99
BMWYY,13-01-2022,37.43
BMWYY,12-01-2022,37.39
BMWYY,11-01-2022,37.32
BMWYY,10-01-2022,36.89
BMWYY,07-01-2022,36.26
BMWYY,06-01-2022,36.32
BMWYY,05-01-2022,35.79
BMWYY,04-01-2022,35.59
BMWYY,03-01-2022,34.56
BMWYY,31-12-2021,33.4
BMWYY,30-12-2021,33.45
